Authors,Author(s) ID,Title,Link,Author Keywords,Index Keywords
"Alekseenko A., Kholodov Y., Kholodov A., Chekhovich Y., Starozhilets V.","56734255800;6602420821;57201862498;6507286315;57201852132;","Adaptive traffic light control on highway entrances","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046301647&doi=10.1109%2fITSC.2017.8317729&partnerID=40&md5=cd894176f55ad3a5093a42fddc604e2b","automotive traffic; macroscopic hydrodynamic models; traffic signal control","Highway traffic control; Intelligent systems; Intelligent vehicle highway systems; Roads and streets; Street traffic control; Adaptive traffic lights; Hyperbolic system; Macroscopic approach; Macroscopic hydrodynamics; Moscow , Russia; Traffic densities; Traffic detectors; Traffic signal control; Traffic signals"
"Xia Y., Ren R., Cai H., Vasilakos A.V., Lv Z.","57219758039;57209788715;8947292100;57200495061;57197875606;","Daphne: A Flexible and Hybrid Scheduling Framework in Multi-Tenant Clusters","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035748137&doi=10.1109%2fTNSM.2017.2777885&partnerID=40&md5=b587daee8147eb15b94819a7fae4eba8","centralized scheduling; Cloud computing; cluster management; decentralized scheduling; resource utilization; two-level scheduling","Cloud computing; Cluster computing; Data handling; Distributed computer systems; Economic and social effects; Network function virtualization; Throughput; Wool; Yarn; Centralized scheduling; Cluster management; Decentralized scheduling; Processor scheduling; Resource management; Resource utilizations; Two-level scheduling; Scheduling"
"Mikhel S., Popov D., Klimchik A.","57203955171;57206536564;37016245900;","Collision driven multi scenario approach for human collaboration with industrial robot","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053771357&doi=10.1145%2f3191477.3191499&partnerID=40&md5=edbfce9a93dd534ff5b19a401631139d","Collision classification; Collision detection; Human-robot collaboration; Industrial robot; Obstacle avoidance","Collision avoidance; Industrial robots; Neural networks; Robotics; Changing environment; Collision detection; Collision reactions; Dynamic environments; Human-robot collaboration; Mathematical frameworks; Neural network classification; Robot interactions; Human robot interaction"
"Ibragimov I.Z., Afanasyev I.M.","57215302076;57202156203;","Comparison of ROS-based visual SLAM methods in homogeneous indoor environment","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047324782&doi=10.1109%2fWPNC.2017.8250081&partnerID=40&md5=d6874f43ae660cb5107a6c6ce5dbef5b","DPPTAM; Kinect; LIDAR; ORB-SLAM; ROS; RTAB-Map; visual odometry; Visual SLAM; ZED camera","Cameras; Data handling; Intelligent vehicle highway systems; Optical radar; Robots; Stereo image processing; DPPTAM; Kinect; ORB-SLAM; Visual odometry; Visual SLAM; Indoor positioning systems"
"Brown J.A., Ivanov V., Rogers A., Succi G., Tormasov A., Yi J.","55724408300;57195101229;57195995980;7004757466;6506906010;55533068800;","Toward a better understanding of how to develop software under stress – Drafting the lines for future research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073897145&doi=10.5220%2f0006794103980405&partnerID=40&md5=e278d67520bb3edbe90faf66dd47e003","Empirical Software Engineering; Software Development Under Adverse Circumstances; Software Quality","Computer software selection and evaluation; Data acquisition; Surveys; Development practices; Empirical Software Engineering; Invasive software; Operating condition; Software development practices; Software Quality; Time constraints; Software design"
"Buyval A., Gabdullin A., Klimchik A.","57188857896;57193762276;37016245900;","Model predictive path integral control for car driving with dynamic cost map","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071531611&doi=10.5220%2f0006901702480254&partnerID=40&md5=6133002d0f092775e17ed900c3973fe6","Dynamic Cost Map; Model Predictive Control; Path Integral Control; Stochastic Control","Motion planning; Quantum theory; Robotics; Stochastic models; Stochastic systems; Concurrent process; CUDA technologies; Dynamic cost; Model predictive; Path integral; Real time performance; Simulation environment; Stochastic control; Model predictive control"
"Berezhnoy V., Popov D., Afanasyev I., Mavridis N.","57203188638;57206536564;57202156203;6507236178;","The hand-gesture-based control interface with wearable glove system","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070917688&doi=10.5220%2f0006909304480455&partnerID=40&md5=c2f380438dd3dc6b069b9910fa7b6df4","Arduino; Fuzzy C-means (FCM) Clustering; Gesture-based Control Interface; Glove System; V-REP Simulator","Fuzzy systems; Membership functions; Quality control; Robotics; Wearable technology; Arduino; Control interfaces; Fuzzy C means clustering; Fuzzy membership function; Glove System; Hardware components; Position and orientations; Real time gesture recognition; Gesture recognition"
"Lenarduzzi V., Sillitti A., Taibi D.","55348964400;6602286710;55920884000;","A Survey on Code Analysis Tools for Software Maintenance Prediction","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064155818&doi=10.1007%2f978-3-030-14687-0_15&partnerID=40&md5=c4feefd60da9b868718dc17a4d86c7ac","Software maintenance; Software measurement; Software quality; Tools","Application programs; Codes (symbols); Computer software selection and evaluation; Safety engineering; Tools; Academic paper; Analysis of data; Industrial projects; Maintenance approaches; Mission critical applications; Research studies; Software Measurement; Software Quality; Computer software maintenance"
"Mamedov S., Popov D., Mikhel S., Klimchik A.","57205663201;57206536564;57203955171;37016245900;","Compliance error compensation based on reduced model for industrial Robots","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061044673&doi=10.5220%2f0006905701800191&partnerID=40&md5=de42f7b82480e8dfe4f50e9987a8b3fe","Deflection Compensation; Elastostatics; Industrial Manipulators; Machining; Virtual Joint Method","Computer control systems; Elasticity; End effectors; Error compensation; Industrial manipulators; Machining; Manipulators; Robotics; Stiffness; Compliance error compensations; Deflection compensations; Deflection errors; Reduced stiffness; Robot manufacturers; Systematic analysis; Trajectory tracking; Virtual joints; Industrial robots"
"Solnyshkina M., Solovyev V., Ivanov V., Danilov A.","56429529500;26665013000;57195101229;57206495677;","Studying text complexity in Russian academic corpus with multi-level annotation","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060600432&partnerID=40&md5=1d4761396c54fe13ea7001b1ab3bd5dd","Annotated corpus; Dependencies; Multi-level; POS-tags; Russian academic texts; Text complexity; Word frequencies","Computational methods; Data mining; Annotated corpus; Dependencies; Multilevels; Russian academic texts; Text complexity; Word frequencies; Computational linguistics"
"de Carvalho D.","8634439300;","Taylor expansion in linear logic is invertible","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060230487&doi=10.23638%2fLMCS-14%284%3a21%292018&partnerID=40&md5=729c0b098ab747a757e6cba79f500986","Denotational semantics; Linear Logic; Taylor expansion","Expansion; Linear algebra; Semantics; Taylor series; Cut elimination; Denotational semantics; Linear logic; Multiplicative exponential linear logic; Proof net; Relational Model; Taylor expansions; Computer circuits"
"Vostokin S.V., Sukhoroslov O.V., Bobyleva I.V., Popov S.N.","57192986457;23467836500;57205454998;57205459362;","Implementing computations with dynamic task dependencies in the desktop grid environment using everest and Templet Web","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060113364&partnerID=40&md5=ac16a1555090f6d7f826f257ee215610","Actor model; Block sorting algorithm; Distributed computing; Enterprise desktop grid; Microservice","Software prototyping; Sorting; Actor models; Application components; Application development; Block-sorting; Computational science; Desktop grid; Microservice; Technology application; Distributed computer systems"
"Solnyshkina M., Ivanov V., Solovyev V.","56429529500;57195101229;26665013000;","Readability formula for russian texts: A modified version","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059949416&doi=10.1007%2f978-3-030-04497-8_11&partnerID=40&md5=d4a3f00ee9887b833ebf2c21e1bfb1cd","Academic texts; Russian language; Text readability formula","Computer science; Computers; Academic texts; Degree of accuracy; Readability formulas; Russian languages; Secondary schools; Social study; Artificial intelligence"
"Solnyshkina M., Ivanov V., Solovyev V.","56429529500;57195101229;26665013000;","Characterizing text complexity with core vocabulary distributional patterns: Corpus-based approach","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058934309&partnerID=40&md5=9bd658219babb80222aeac79b6bf16b0","A corpus; Bigram; Distributional patterns; Text complexity","Image analysis; Textbooks; A corpus; Bigram; Complexity theory; Corpus-based approaches; Distributional information; Distributional patterns; High frequency HF; Text complexity; Complex networks"
"Mazzara M., Salaün G., Ober I.","8557895400;55912310200;57195255706;","Preface","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058504430&partnerID=40&md5=d2e4fbe82d3468df13039b46f5ed3b3c",,
"Respall V.M., Brown J.A., Aslam H.","57205060820;55724408300;57193924846;","Monte carlo tree search for quoridor","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058416162&partnerID=40&md5=389a73cca266018bb1074e20fd3f2ca7","Agent; Genetic Algorithm; Monte Carlo Tree Search; Quoridor","Agents; Artificial intelligence; Genetic algorithms; Monte Carlo methods; Board games; Digital implementation; Game trees; Monte Carlo tree search (MCTS); Monte-Carlo tree searches; Player agents; Quoridor; Rule set; Trees (mathematics)"
"Gmarov T., Aslam H., Brown J.A., Reading E.","57205058971;57193924846;55724408300;57188987904;","Monte carlo tree search for love letter","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058403142&partnerID=40&md5=710e88bc54937d10b170002a2d74be3f","Determinization; Imperfect information games; Minimax; Monte carlo tree search","Artificial intelligence; Knowledge based systems; Trees (mathematics); Determinization; Imperfect information games; Information set; Knowledge based; Minimax; Monte-Carlo tree searches; Perfect informations; Single observer; Monte Carlo methods"
"Aslaui H., Brown J.A., Reading E.","57193924846;55724408300;57188987904;","Player age and affordance theory in game design","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058373888&partnerID=40&md5=af2c02cdddca0c6d9046f7675fae8bfe","Affordance Theory in Game Design; Game Design; Human Factors in Board Games; Intuitive Design Analysis","Human engineering; Affordance theories; Associativity; Board games; Design Analysis; Game design; Game rules; Gameplay experiences; Logical thinking; Game theory"
"Ivanov V.V., Solnyshkina M.I., Solovyev V.D.","57195101229;56429529500;26665013000;","Efficiency of text readability features in Russian academic texts","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058052676&partnerID=40&md5=b5daa2d8dbe25a5dc4edc5fb06af7656","Average number of coordinating chains; Average sentence length; Readability assessment; Russian Readability Corpus",
"Brown J.A., Lutfullin B., Oreshin P., Pyatkin I.","55724408300;57200314625;57200314307;35084221300;","Levels for hotline miami 2: Wrong number using procedural content generations","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056774783&doi=10.3390%2fcomputers7020022&partnerID=40&md5=43bea6f8224ae692b6a47b23cd361e4f","Digital games; Genetic algorithms; Petri nets; Procedural content generation",
"Zykov S.V., Shumsky L.D., Tykushin A.V., Tormasov A.G.","36146486900;55930146900;57204673040;6506906010;","Applicative-based automatic configuration management for virtual machines","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056663383&doi=10.1016%2fj.procS.2018.08.100&partnerID=40&md5=7cec252cde12442cb6007d61ca66683e","applicative computing; automatic configuration; virtual machine","Artificial intelligence; Calculations; Knowledge based systems; Learning algorithms; Learning systems; Network security; Abstract machines; applicative computing; Automatic configuration; Developed model; Experimental verification; Features reductions; Information process; Q algorithms; Virtual machine"
"Bouk S.H., Ahmed S.H., Hussain R., Eun Y.","24780719300;55389144500;35324500900;7003690984;","Named Data Networking's Intrinsic Cyber-Resilience for Vehicular CPS","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055017311&doi=10.1109%2fACCESS.2018.2875890&partnerID=40&md5=e78e1ecc2d365c4364d4b39691e72a96","Cyber threats; ITS; NDN; resiliency; vehicular CPS","Actuators; Communication channels (information theory); Computer architecture; Copyrights; Cyber Physical System; Embedded systems; Intelligent vehicle highway systems; Network architecture; Network security; Sensors; Traffic signs; Cyber threats; Resilience; Resiliency; Roads; Security; Vehicular CPS; Vehicle to vehicle communications"
"Wazid M., Das A.K., Lee J.-H.","55480987400;55450732800;56714313700;","Authentication protocols for the internet of drones: taxonomy, analysis and future directions","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053386591&doi=10.1007%2fs12652-018-1006-x&partnerID=40&md5=6ae2104d5aed02f0b2a529c732ea8bd5","Authentication; Internet of drones; Key establishment; Security","Antennas; Drones; Information services; Military applications; Network security; Taxonomies; Authentication models; Authentication protocols; Comparative studies; Key establishments; Security; Security challenges and requirements; User authentication scheme; Wireless connectivities; Authentication"
"Ahmad M., Alqarni M.A., Khan A., Khan A., Hussain Chauhdary S., Mazzara M., Umer T., Distefano S.","55232255600;56728454300;56699148000;16679109100;25926970400;8557895400;57220342733;17433851100;","Smartwatch-Based Legitimate User Identification for Cloud-Based Secure Services","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052676576&doi=10.1155%2f2018%2f5107024&partnerID=40&md5=f193a6cee6bd312f25f55b8173e2a6c5",,"Learning systems; Mobile security; Online systems; Smartphones; Activity recognition; Behavioral characteristics; Environment systems; Feasibility studies; Legitimate users; Machine learning techniques; Security-critical; Work environments; Wearable computers"
"Solovyev V., Ivanov V., Solnyshkina M.","26665013000;57195101229;56429529500;","Assessment of reading difficulty levels in Russian academic texts: Approaches and metrics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051278058&doi=10.3233%2fJIFS-169489&partnerID=40&md5=639c1af2afcb22d8a99f2797a923acb5","Readability formulas; Readability of academic text; Russian language; Text complexity","Artificial intelligence; Engineering; Average numbers; Complexity metrics; Readability formulas; Readability of academic text; Russian languages; Social study; Text complexity; Text feature; Computational complexity"
"Khattak H.A., Hussain R., Ameer Z.","57208818911;35324500900;55780222300;","Internet of vehicles: Integrated services over vehicular Ad Hoc Networks","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051101981&doi=10.1007%2f978-3-319-94180-6_8&partnerID=40&md5=ba5ced5ab65affd5c0b6e8b13551ccb2","Future internet; Internet of Things; Vehicular clouds; Vehicular social networks","Data acquisition; Information management; Internet of things; Smart city; Architectural frameworks; Communication paradigm; Future internet; Intelligent transportation; Internet of Things (IOT); Smart city applications; Vehicular clouds; Vehicular social networks; Vehicular ad hoc networks"
"Verentsov S.I., Magerramov E.A., Vinogradov V.A., Gizatullin R.I., Alekseenko A.E., Kholodov Ya.A.","57201334914;57201337804;57201343401;57201334236;56734255800;6602420821;","Bayesian localization for autonomous vehicle using sensor fusion and traffic signs","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049808010&doi=10.20537%2f2076-7633-2018-10-3-295-303&partnerID=40&md5=24130450e0c7b2555fe762ca191baa7c","Autonomous vehicle; Bayesian learning; Localization; Sensor fusion",
"Succi G., Ivanov V.V.","7004757466;57195101229;","Comparison of mobile operating systems based on models of growth reliability of the software","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049796748&doi=10.20537%2f2076-7633-2018-10-3-325-334&partnerID=40&md5=5751ea4ccca065d4be720230f2224bed","Mobile operating systems; Reliability of software products",
"Prokoptsev N.G., Alekseenko A.E., Kholodov Ya.A.","57202916468;56734255800;6602420821;","Traffic flow speed prediction on transportation graph with convolutional neural networks","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049779906&doi=10.20537%2f2076-7633-2018-10-3-359-367&partnerID=40&md5=1d2f1278b758b8cb0be17ffd7cf77fa1","Neural network; Traffic flow; Traffic network flow; Traffic prediction",
"Johard L., Rivera V., Mazzara M., Lee J.Y.","56641701200;55303471000;8557895400;50262320700;","Self-adaptive node-based PCA encodings","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041862810&doi=10.1007%2f978-3-319-70578-1_1&partnerID=40&md5=754aa3d0558adfc25a22f10da22dfc2b",,"Application programs; Software engineering; Encodings; Hebbian; Intra-layer; Network structures; Node-based; Principal component analysis"
"Mikhail K., Bucchiarone A., Mazzara M., Safina L., Rivera V.","57200607801;13105059800;8557895400;57190293089;55303471000;","Domain objects and microservices for systems development: A roadmap","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041856197&doi=10.1007%2f978-3-319-70578-1_10&partnerID=40&md5=cfba822ab18a11dac9c5bddf14d43e3f","Domain objects; Microservices; Software modeling","Application programs; Software engineering; Domain objects; Microservices; Model approach; Roadmap; Service-based; Software model; Systems development; Software design"
"Mazzara M., Sillitti A.","8557895400;6602286710;","The agile coordination processes","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041851508&doi=10.1007%2f978-3-319-70578-1_5&partnerID=40&md5=33f35171f26ebe467f8a635e1a99a616","Agile methods; Coordination; Processes","Application programs; Processing; Software design; Agile methods; Complex activity; Coordination; Coordination mechanisms; Coordination problems; Coordination process; Development methodology; Development process; Software engineering"
"Dragoni N., Giaretta A., Mazzara M.","8308455900;57200137930;8557895400;","The internet of hackable things","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041846777&doi=10.1007%2f978-3-319-70578-1_13&partnerID=40&md5=082ff639a55b7fbfd6984f02ed28f797",,"Application programs; Internet; Security and privacy; Software engineering"
"Khazeev M., Rivera V., Mazzara M., Johard L.","57200598144;55303471000;8557895400;56641701200;","Initial steps towards assessing the usability of a verification tool","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041843522&doi=10.1007%2f978-3-319-70578-1_4&partnerID=40&md5=a4914d16f52e38b806d389ea9221d40d","AutoProof; Static verification; Verification issues","Application programs; Software engineering; AutoProof; Small objects; Static verification; Verification tools; Object oriented programming"
"Bykov A., Ivanov V., Mingazov M., Rogers A., Shunevich A., Sillitti A., Succi G., Tormasov A., Yi J., Zabirov A., Zaplatnikov D.","57210964371;57195101229;57186538600;57195995980;57200608151;6602286710;7004757466;6506906010;55533068800;57200596472;57200603118;","Towards non-invasive software measurement system: Architecture and implementation","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041839809&doi=10.1007%2f978-3-319-70578-1_15&partnerID=40&md5=e2fed169f84c0bfe3fac2e3fef73c199",,"Application programs; Malware; Existing systems; Invasive software; Limited distribution; Software industry; Software production; Software engineering"
"Mazzara M., Khanda K., Mustafin R., Rivera V., Safina L., Sillitti A.","8557895400;57192954287;57200573284;55303471000;57190293089;6602286710;","Microservices science and engineering","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041832977&doi=10.1007%2f978-3-319-70578-1_2&partnerID=40&md5=774c93dd3b03c4b4f35f7d0cf5d76090",,"Application programs; Bibliographic retrieval systems; Information services; Intelligent buildings; Software engineering; Bibliographic references; Science and engineering; Service oriented architecture (SOA)"
"Messina A., Rogers A.","57118980100;57195995980;","Using the “Agile” paradigm to support innovation in large organizations","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041831293&doi=10.1007%2f978-3-319-70578-1_18&partnerID=40&md5=fb2a892c247ca6dcf21dc1fe18ebfa87","Agile; Agile procurement; Innovation; Software engineering","Budget control; Mergers and acquisitions; Software engineering; Taxation; Administrative tools; Agile; Agile procurement; Innovation capability; Operational software; Product development process; Requirement management; Software acquisition; Application programs"
"Ciancarini P., Litvinov S., Messina A., Sillitti A., Succi G.","7004218817;57195108870;57118980100;6602286710;7004757466;","Preface","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041830846&partnerID=40&md5=6bc59a0437ac240c93f64013e752973b",,
"Ciancarini P., Poggi F., Rossi D., Sillitti A.","7004218817;55303032000;57194011914;6602286710;","An initial investigation of concurrency bugs in open source systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041823642&doi=10.1007%2f978-3-319-70578-1_8&partnerID=40&md5=0fb3d42d352a0354e3f812911282fc07",,"Application programs; Computer architecture; Computer programming; Concurrency control; Learning systems; Open source software; Open systems; Program processors; Software engineering; Apache http servers; Concurrent programming; Improve performance; Machine learning methods; Multicore architectures; Open source system; Software products; Version control system; Program debugging"
"Giaretta A., Dragoni N., Mazzara M.","57200137930;8308455900;8557895400;","Joining jolie to docker: Orchestration of microservices on a containers-as-a-service layer","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041811300&doi=10.1007%2f978-3-319-70578-1_16&partnerID=40&md5=39df43c9e83d8c43747adc76ae386e63",,"Application programs; Containers; Over provisioning; Pay as you go; Plug-ins; Proposed architectures; Service layers; Software engineering"
"Litvinov S., Ivanov V.","57195108870;57195101229;","Crisis management in software engineering: Behavioral aspects","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041804727&doi=10.1007%2f978-3-319-70578-1_17&partnerID=40&md5=5a1f712107526ace060d60e49e63be89","Crisis management; Project management; Software engineering","Application programs; Behavioral research; Failure analysis; Project management; Crisis management; Failure rate; Human behaviors; Software project; Software engineering"
"De Donno M., Dragoni N., Giaretta A., Mazzara M.","57200140411;8308455900;57200137930;8557895400;","AntibIoTic: Protecting IoT devices against DDoS attacks","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041797799&doi=10.1007%2f978-3-319-70578-1_7&partnerID=40&md5=7a0593807b3be304c065e81da5340507",,"Antibiotics; Application programs; Botnet; Computer crime; Internet of things; Malware; Network security; Software engineering; DDoS Attack; Distributed denial of service attack; Denial-of-service attack"
"Artemev V., Ivanov V., Mazzara M., Rogers A., Sillitti A., Succi G., Zouev E.","57200578361;57195101229;8557895400;57195995980;6602286710;7004757466;41763132200;","An architecture for non-invasive software measurement","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041728179&doi=10.1007%2f978-3-319-74313-4_1&partnerID=40&md5=e951236b3d6b75ee901faadabf5ba772","Non-invasive software measurement; Software architecture; Software metrics collection","Data acquisition; Malware; Quality control; Software architecture; Software engineering; Analysis of data; Complex task; Invasive software; Software development process; Software metrics; Software products; Software design"
"Dragoni N., Lanese I., Larsen S.T., Mazzara M., Mustafin R., Safina L.","8308455900;8984182000;57200579924;8557895400;57200573284;57190293089;","Microservices: How to make your application scale","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041714438&doi=10.1007%2f978-3-319-74313-4_8&partnerID=40&md5=a817512e1100683093b4fe13756904db",,"Distributed computer systems; Service oriented computing; Service oriented architecture (SOA)"
"Solonets S., Drobny V., Rivera V., Lee J.Y.","57200393939;57200389913;55303471000;50262320700;","Introducing ADegree: Anonymisation of social networks through constraint programming","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041095835&doi=10.1007%2f978-3-319-73521-4_5&partnerID=40&md5=2933f98d33d4f235904d7af95d36e716","Anonymisation; Constraint programming; Online social networks","Computer programming; Constraint theory; Economic and social effects; Anonymisation; Anonymous graphs; Combinatorial problem; Constraint programming; On-line social networks; Online social networks (OSNs); Research studies; User-defined metrics; Social networking (online)"
"Stanko T., Zhirosh O., Grachev P.","56115151200;56300888400;57200531379;","Innopolis University, a Center of a Newly-Developed IT Hub in Russia: The Results of Four Years of Academic Operation","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040191070&doi=10.1007%2f978-3-319-73210-7_85&partnerID=40&md5=7cf7271ea1c3f42bca17b8d2f7c45db3","Computer Science education; Curriculum development; Pilot projects","Curricula; Education computing; Scandium compounds; Students; Teaching; Computer Science Education; Current situation; Curriculum development; Development plans; Instructional methods; Pilot projects; Russian federation; Student recruitment; Education"
"Ivanov V., Reznik A., Succi G.","57195101229;57189297865;7004757466;","Comparing the reliability of software systems: A case study on mobile operating systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030846070&doi=10.1016%2fj.ins.2017.08.079&partnerID=40&md5=dbfa7f471368796dee94c06a19027811","GQM; Software quality; Software reliability; Software reliability growth models (SGRM)","Computer software selection and evaluation; Open source software; Open systems; Reliability; Existing systems; Mobile operating systems; Software management; Software production; Software products; Software Quality; Software reliability growth models; Software systems; Software reliability"
"Marochko V., Johard L., Mazzara M.","57194494200;56641701200;8557895400;","Pseudorehearsal in value function approximation","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020470531&doi=10.1007%2f978-3-319-59394-4_18&partnerID=40&md5=5a8d21900628ae780e5383bd17eaba0e","Catastrophic forgetting; Pseudorehearsal; Rehearsal; Reinforcement learning","Reinforcement learning; Catastrophic forgetting; Data distribution; Function approximation; Nonstationary; Pole balancing; Pseudorehearsal; Rehearsal; Value function approximation; Multi agent systems"
"Siddiqi M.H., Ali M., Abdelrahman Eldib M.E., Khan A., Banos O., Khan A.M., Lee S., Choo H.","35146598600;56562219600;57192872266;57192872785;36917853400;16679109100;8956579500;7006228656;","Evaluating real-life performance of the state-of-the-art in facial expression recognition using a novel YouTube-based datasets","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008511962&doi=10.1007%2fs11042-016-4321-2&partnerID=40&md5=1fcfb51f028e1f19ec6261af46d1a9fc","Classification; Facial expressions; Real-life scenarios; YouTube","Benchmarking; Cameras; Classification (of information); Human computer interaction; Classification accuracy; Existing systems; Facial expression recognition; Facial Expressions; Real-life performance; Real-life scenarios; Rigorous evaluation; YouTube; Face recognition"
"Verentsov S., Magerramov E., Vinogradov V., Gizatullin R., Alekseenko A., Kholodov Y., Nikolskiy E.","57201334914;57201337804;57201343401;57201334236;56734255800;6602420821;57201334867;","Bayesian localization for autonomous vehicle using sensor fusion and traffic signs","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044389472&doi=10.1145%2f3175603.3175622&partnerID=40&md5=e081be696821f9921b02b53da24add50","Autonomous vehicle; Bayesian learning; Sensor fusion","Bayesian networks; Cellular telephone systems; Global positioning system; Intelligent systems; Intelligent vehicle highway systems; Mobile phones; Robotics; Trajectories; Vehicles; Autonomous Vehicles; Bayesian learning; Inertial Measurement Unit (IMU); Intelligent transportation systems; Relative coordinates; Sensor fusion; Trajectory correction; Unknown environments; Traffic signs"
"Petrenko S.A., Stupin D.D.","57195327289;57202757008;","Assignment of semantics calculations in invariants of similarity","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049254353&doi=10.1109%2fICEnT.2017.34&partnerID=40&md5=ee23c36e88e27c02ecee252670acb26b","semantics of partially correct computations; similarity invariants; the analysis of dimensions; the analysis of equations; theory of similarity","Engineering; Industrial engineering; Similarity invariants; the analysis of dimensions; the analysis of equations; theory of similarity; Semantics"
"Fahim M., Baker T., Khattak A.M., Alfandi O.","36606049200;34267505000;26031517700;24528586500;","Alert me: Enhancing active lifestyle via observing sedentary behavior using mobile sensing systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048168155&doi=10.1109%2fHealthCom.2017.8210838&partnerID=40&md5=a6d85f5ea6e4b66e64c25f316e9d5f58","Active Lifestyle; Sedentary Behavior; Smart-phone","Accelerometers; Behavioral research; Smartphones; Accelerometer sensor; Active lifestyles; Personalized messages; Real-world scenario; Research and development; Sedentary Behavior; Smart-phone applications; Smartphone sensing; mHealth"
"Buyval A., Gabdulin A., Mustafin R., Shimchik I.","57188857896;57193762276;57200573284;56896069000;","Deriving overtaking strategy from nonlinear model predictive control for a race car","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041944833&doi=10.1109%2fIROS.2017.8206086&partnerID=40&md5=283e00ca43943ee6992b52eeb420c7d0",,"Computer software; Intelligent robots; Model predictive control; Nonlinear systems; Predictive control systems; Real time control; Code generation tools; Four-wheeled vehicles; Nonlinear model predictive control; Nonlinear system modeling; Optimal control scheme; Point mass models; Simulation software; Strategic challenges; Racing automobiles"
"Popov D., Klimchik A., Mavridis N.","57206536564;37016245900;6507236178;","Collision detection, localization & classification for industrial robots with joint torque sensors","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045835067&doi=10.1109%2fROMAN.2017.8172400&partnerID=40&md5=ad674dbd53367221680a899df66d0efc","Collision Classification; Collision Localization; Contact Detection; Human-robot Interaction; Industrial Robot; Neural Network","Industrial robots; Neural networks; Analytical approach; Collision detection; Collision detection algorithm; Collision Localization; Contact detection; Encoder measurements; Industrial robotics; Joint torque sensors; Human robot interaction"
"Ahmad M., Khan A.M., Hussain R.","55232255600;16679109100;35324500900;","Graph-based spatial-spectral feature learning for hyperspectral image classification","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039060470&doi=10.1049%2fiet-ipr.2017.0168&partnerID=40&md5=edbae0bb740157b1bcaf1da113ff36ea",,"Graphic methods; Image classification; Spectroscopy; Supervised learning; Classification accuracy; Feature learning; High dimensional spaces; High dimensionality; Hyperspectral Data; Semi- supervised learning; Spatial informations; Spectral feature; Classification (of information)"
